typeOf,observationDate,observationAbout,value,unit,variableMeasured
dcs:StatVarObservation,2023,country/IND,1150000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode9021
dcs:StatVarObservation,2023,country/IND,5300000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode9101
dcs:StatVarObservation,2023,country/IND,20000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode9104
dcs:StatVarObservation,2023,country/IND,0,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode9307
dcs:StatVarObservation,2023,country/IND,8820000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode9402
dcs:StatVarObservation,2023,country/IND,3320000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode9608
dcs:StatVarObservation,2023,country/IND,10370000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode4906
dcs:StatVarObservation,2024,country/IND,-4.49,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode47
dcs:StatVarObservation,2024,country/IND,9.75,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryARE_HSCode15
dcs:StatVarObservation,2024,country/IND,22.98,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryARE_HSCode40
dcs:StatVarObservation,2024,country/IND,1930000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode93
dcs:StatVarObservation,2024,country/IND,10320000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode3914
dcs:StatVarObservation,2024,country/IND,750000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode4601
dcs:StatVarObservation,2024,country/IND,20000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode4803
dcs:StatVarObservation,2024,country/IND,0,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode5703
dcs:StatVarObservation,2024,country/IND,220000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode5807
dcs:StatVarObservation,2024,country/IND,10000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode6002
dcs:StatVarObservation,2024,country/IND,40000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode6004
dcs:StatVarObservation,2024,country/IND,660000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode6103
dcs:StatVarObservation,2024,country/IND,170000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode6203
dcs:StatVarObservation,2024,country/IND,330000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode6204
dcs:StatVarObservation,2024,country/IND,58400000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode9404
dcs:StatVarObservation,2024,country/IND,0,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode6602
dcs:StatVarObservation,2024,country/IND,10330000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode6801
dcs:StatVarObservation,2024,country/IND,0,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode8549
dcs:StatVarObservation,2024,country/IND,10000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode7018
dcs:StatVarObservation,2024,country/IND,290000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode7203
dcs:StatVarObservation,2024,country/IND,650000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode8305
dcs:StatVarObservation,2024,country/IND,20000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode8205
dcs:StatVarObservation,2024,country/IND,1750000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode8408
dcs:StatVarObservation,2024,country/IND,1520.28,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryARE_HSCode0207
dcs:StatVarObservation,2024,country/IND,5870000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode0806
dcs:StatVarObservation,2024,country/IND,1450000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode0713
dcs:StatVarObservation,2024,country/IND,0,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode1509
dcs:StatVarObservation,2024,country/IND,2840000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode1516
dcs:StatVarObservation,2024,country/IND,12530000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode6806
dcs:StatVarObservation,2024,country/IND,390000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode2825
dcs:StatVarObservation,2024,country/IND,220000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode2938
dcs:StatVarObservation,2024,country/IND,54790000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode3401
dcs:StatVarObservation,2024,country/IND,1290000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode3404
dcs:StatVarObservation,2024,country/IND,830000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode3604
dcs:StatVarObservation,2025,country/IND,0,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode2844
dcs:StatVarObservation,2025,country/IND,210000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode2938
dcs:StatVarObservation,2025,country/IND,61.87,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode2938
dcs:StatVarObservation,2025,country/IND,4950000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode3401
dcs:StatVarObservation,2025,country/IND,115.92,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode3401
dcs:StatVarObservation,2025,country/IND,50000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode3404
dcs:StatVarObservation,2025,country/IND,5.46,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode3404
dcs:StatVarObservation,2025,country/IND,0,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode3604
dcs:StatVarObservation,2025,country/IND,-34.44,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode3604
dcs:StatVarObservation,2025,country/IND,760000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode3913
dcs:StatVarObservation,2025,country/IND,34.76,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode3913
dcs:StatVarObservation,2025,country/IND,11750000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode3914
dcs:StatVarObservation,2025,country/IND,13.93,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode3914
dcs:StatVarObservation,2025,country/IND,620000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode4601
dcs:StatVarObservation,2025,country/IND,-17.27,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode4601
dcs:StatVarObservation,2025,country/IND,30000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode4803
dcs:StatVarObservation,2025,country/IND,49.17,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode4803
dcs:StatVarObservation,2025,country/IND,0,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode5703
dcs:StatVarObservation,2025,country/IND,1102.04,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode5703
dcs:StatVarObservation,2025,country/IND,270000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode5807
dcs:StatVarObservation,2025,country/IND,22.25,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode5807
dcs:StatVarObservation,2025,country/IND,0,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode6001
dcs:StatVarObservation,2025,country/IND,10000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode6002
dcs:StatVarObservation,2025,country/IND,-13.46,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode6002
dcs:StatVarObservation,2025,country/IND,30000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode6004
dcs:StatVarObservation,2025,country/IND,-16.28,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode6004
dcs:StatVarObservation,2025,country/IND,480000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode6103
dcs:StatVarObservation,2025,country/IND,-26.89,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode6103
dcs:StatVarObservation,2025,country/IND,440000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode6203
dcs:StatVarObservation,2025,country/IND,159.17,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode6203
dcs:StatVarObservation,2025,country/IND,690000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode6204
dcs:StatVarObservation,2025,country/IND,108.63,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode6204
dcs:StatVarObservation,2025,country/IND,68120000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode9404
dcs:StatVarObservation,2025,country/IND,16.64,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode9404
dcs:StatVarObservation,2025,country/IND,0,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode6602
dcs:StatVarObservation,2025,country/IND,40.65,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode6602
dcs:StatVarObservation,2025,country/IND,10830000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode6801
dcs:StatVarObservation,2025,country/IND,4.83,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode6801
dcs:StatVarObservation,2025,country/IND,0,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode8549
dcs:StatVarObservation,2025,country/IND,33.06,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode8549
dcs:StatVarObservation,2025,country/IND,0,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode7018
dcs:StatVarObservation,2025,country/IND,-12.37,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode7018
dcs:StatVarObservation,2025,country/IND,0,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode7203
dcs:StatVarObservation,2025,country/IND,-98.7,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode7203
dcs:StatVarObservation,2025,country/IND,-8.26,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode8305
dcs:StatVarObservation,2025,country/IND,132.85,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode8205
dcs:StatVarObservation,2025,country/IND,14.66,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode8408
dcs:StatVarObservation,2025,country/IND,21.13,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode8430
dcs:StatVarObservation,2025,country/IND,16182.97,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode8456
dcs:StatVarObservation,2025,country/IND,-65.72,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode8471
dcs:StatVarObservation,2025,country/IND,153.38,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode8444
dcs:StatVarObservation,2025,country/IND,25.24,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode8515
dcs:StatVarObservation,2025,country/IND,40.46,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode8472
dcs:StatVarObservation,2025,country/IND,-96.87,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode8502
dcs:StatVarObservation,2025,country/IND,-67.03,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode8521
dcs:StatVarObservation,2025,country/IND,0,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode8604
dcs:StatVarObservation,2025,country/IND,-16.13,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode8709
dcs:StatVarObservation,2025,country/IND,16.75,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode8806
dcs:StatVarObservation,2025,country/IND,0.41,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode9021
dcs:StatVarObservation,2025,country/IND,-51.31,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode9101
dcs:StatVarObservation,2025,country/IND,58.95,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode9104
dcs:StatVarObservation,2025,country/IND,-18.98,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode9307
dcs:StatVarObservation,2025,country/IND,-10.16,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode9402
dcs:StatVarObservation,2025,country/IND,45.44,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode9608
dcs:StatVarObservation,2025,country/IND,13.38,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode4906
dcs:StatVarObservation,2025,country/IND,66.16,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryARE_HSCode0106
dcs:StatVarObservation,2024,country/IND,0,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode2844
